"shapeid","x","y","identifier","formOfNode","fictitious","identifi_1","class","roadNumber","name1","name1_lang","name2","name2_lang","formOfWay","strategic","length","structure","loop","startNode","endNode","formsPart","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe","best_server"
"344","291158.0","91569.0","44d4d6ef-6069-49d1-98b6-f30a2dd423b3","junction","false","cbf5c40c-d284-4ad2-b432-8b009a8e90aa","Unclassified","NULL","Old Vicarage Road","Acc","NULL","NULL","Single Carriageway","NULL","49.193","NULL","false","44d4d6ef-6069-49d1-98b6-f30a2dd423b3","d70479b3-1015-478e-916a-102db37ec07f","osgb4000000025357212","uk.addressbase.uprn.10024665616","I","2011-09-16","2016-02-10","2010-09-29","10024665616.0","1","NULL","NULL","1","7655","E","N","EX2 9AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101170247)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2008-01-30,2006-03-18)","(4:7655X134368746,7655X600389275,7655X700389275,7655X900389275)","(4:E05003506,osgb4000000025335770,osgb1000012288409,osgb5000000000052819)","(3:3,4,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000389275)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 36 RICES MEWS. 7M FROM FERNDALE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","23"
"345","291337.0","91301.0","1b8bc95c-57cf-4044-9922-2ade9bdbbe34","junction","false","99f7ef19-4e7b-4182-b5df-d6089096f034","Unclassified","NULL","Pinces Road","Acc","NULL","NULL","Single Carriageway","NULL","83.815","NULL","false","1b8bc95c-57cf-4044-9922-2ade9bdbbe34","9ca0cbcb-2b9f-4f77-b4a5-c86f79bac213","osgb4000000025360441","uk.addressbase.uprn.10024944120","I","2011-09-16","2016-02-10","2011-09-01","10024944120.0","1","NULL","NULL","1","7655","E","N","EX2 9EG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415152)","(1:1)","NULL","(1:14200701)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-07-16,2006-03-18,2016-02-07,2015-07-16)","(4:7655X600613550,7655X900613550,7655X135455461,7655X700613550)","(4:osgb4000000025384241,osgb5000000000739200,E05003506,...)","(3:5,9,3)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000613550)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6"
"346","291423.359","91568.545","3da7d2af-d17a-49aa-ac6f-7e961062705e","junction","false","89326532-6462-47e8-a95b-fdae451a14cc","Unclassified","NULL","Prince's Street North","Acc","NULL","NULL","Single Carriageway","NULL","52.176","NULL","false","3da7d2af-d17a-49aa-ac6f-7e961062705e","7b097b99-8b66-4be0-9583-71ad94dbd0f9","osgb4000000025363957","uk.addressbase.uprn.10024669855","I","2011-09-16","2016-02-10","2011-09-01","10024669855.0","1","NULL","NULL","1","7655","E","N","EX2 9EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101176617)","(1:1)","NULL","(1:14200675)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-16,2016-02-07,2015-07-16,2006-03-18)","(4:7655X600391495,7655X134389577,7655X700391495,7655X900391495)","(4:osgb5000005157234758,E05003506,osgb5000005157227017,...)","(3:1,1,17)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000391495)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 42 QUEENS ROAD. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20"
"347","291337.0","91301.0","1b8bc95c-57cf-4044-9922-2ade9bdbbe34","junction","false","3982a28e-65d6-4cf0-a1ed-7f9633da92ab","Unclassified","NULL","Prince's Street South","Acc","NULL","NULL","Single Carriageway","NULL","165.076","NULL","false","1b8bc95c-57cf-4044-9922-2ade9bdbbe34","90519e20-12f1-497c-997b-56af8958c9a7","osgb4000000025360570","uk.addressbase.uprn.10024944120","I","2011-09-16","2016-02-10","2011-09-01","10024944120.0","1","NULL","NULL","1","7655","E","N","EX2 9EG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415152)","(1:1)","NULL","(1:14200701)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-07-16,2006-03-18,2016-02-07,2015-07-16)","(4:7655X600613550,7655X900613550,7655X135455461,7655X700613550)","(4:osgb4000000025384241,osgb5000000000739200,E05003506,...)","(3:5,9,3)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000613550)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6"
"348","291226.553","91505.141","01e95512-02f3-4728-84fe-068960a4c847","junction","false","1bc344fd-718a-46d3-9be0-393181f18eb6","Unclassified","NULL","Rices Mews","Acc","NULL","NULL","Single Carriageway","NULL","58.765","NULL","false","01e95512-02f3-4728-84fe-068960a4c847","b3a2ef6d-586e-44a6-ba03-f917fe68c642","osgb4000000025365743","uk.addressbase.uprn.10024665616","I","2011-09-16","2016-02-10","2010-09-29","10024665616.0","1","NULL","NULL","1","7655","E","N","EX2 9AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101170247)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2008-01-30,2006-03-18)","(4:7655X134368746,7655X600389275,7655X700389275,7655X900389275)","(4:E05003506,osgb4000000025335770,osgb1000012288409,osgb5000000000052819)","(3:3,4,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000389275)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 36 RICES MEWS. 7M FROM FERNDALE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","23"
"349","291362.0","91651.0","4c7512f8-4162-4c9d-b304-fdd3e8e10d93","junction","false","473a0b70-3ca3-4dc5-a198-8b90340fc971","Unclassified","NULL","Ferndale Road","Acc","NULL","NULL","Single Carriageway","NULL","96.812","NULL","false","4c7512f8-4162-4c9d-b304-fdd3e8e10d93","0b112290-6fdd-473d-a10b-f41ac4d62819","osgb4000000025360566","uk.addressbase.uprn.10025539643","I","2015-08-19","2016-02-10","2013-07-16","10025539643.0","1","NULL","NULL","1","7655","E","N","EX2 9DS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655L102292936)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2010-07-30,2013-04-07,2013-04-29)","(4:7655X106775110,7655X603666802,7655X703553471,7655X903656099)","(4:E05003506,osgb4000000025335808,osgb5000005108948638,...)","(3:6,1,4)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655C003264780)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"350","291362.0","91651.0","4c7512f8-4162-4c9d-b304-fdd3e8e10d93","junction","false","9b5d4591-1feb-43bd-b768-66b7ba418f86","Unclassified","NULL","Sydney Road","Acc","NULL","NULL","Single Carriageway","NULL","84.119","NULL","false","eea1b464-58a4-4e30-ae08-427855d375df","4c7512f8-4162-4c9d-b304-fdd3e8e10d93","osgb4000000025360578","uk.addressbase.uprn.10025539643","I","2015-08-19","2016-02-10","2013-07-16","10025539643.0","1","NULL","NULL","1","7655","E","N","EX2 9DS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655L102292936)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2010-07-30,2013-04-07,2013-04-29)","(4:7655X106775110,7655X603666802,7655X703553471,7655X903656099)","(4:E05003506,osgb4000000025335808,osgb5000005108948638,...)","(3:6,1,4)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655C003264780)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"351","291362.0","91651.0","4c7512f8-4162-4c9d-b304-fdd3e8e10d93","junction","false","697df8df-df20-48ad-996f-0ba1929c6570","Unclassified","NULL","Regent Street","Acc","NULL","NULL","Single Carriageway","NULL","143.892","NULL","false","4c7512f8-4162-4c9d-b304-fdd3e8e10d93","99f68d63-5e82-43a7-8bde-ba7ccd9268fb","osgb4000000025357213","uk.addressbase.uprn.10025539643","I","2015-08-19","2016-02-10","2013-07-16","10025539643.0","1","NULL","NULL","1","7655","E","N","EX2 9DS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655L102292936)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2010-07-30,2013-04-07,2013-04-29)","(4:7655X106775110,7655X603666802,7655X703553471,7655X903656099)","(4:E05003506,osgb4000000025335808,osgb5000005108948638,...)","(3:6,1,4)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655C003264780)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"352","291442.0","91625.0","eea1b464-58a4-4e30-ae08-427855d375df","junction","false","9bb7a904-27c4-4c9b-8e19-368816190894","Unclassified","NULL","Sydney Road","Acc","NULL","NULL","Single Carriageway","NULL","83.169","NULL","false","43d0f7f9-5ec9-4f0c-bf9f-0fba453344f9","eea1b464-58a4-4e30-ae08-427855d375df","osgb4000000025360578","uk.addressbase.uprn.10024669855","I","2011-09-16","2016-02-10","2011-09-01","10024669855.0","1","NULL","NULL","1","7655","E","N","EX2 9EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101176617)","(1:1)","NULL","(1:14200675)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-16,2016-02-07,2015-07-16,2006-03-18)","(4:7655X600391495,7655X134389577,7655X700391495,7655X900391495)","(4:osgb5000005157234758,E05003506,osgb5000005157227017,...)","(3:1,1,17)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000391495)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 42 QUEENS ROAD. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20"
"353","291442.0","91625.0","eea1b464-58a4-4e30-ae08-427855d375df","junction","false","9b5d4591-1feb-43bd-b768-66b7ba418f86","Unclassified","NULL","Sydney Road","Acc","NULL","NULL","Single Carriageway","NULL","84.119","NULL","false","eea1b464-58a4-4e30-ae08-427855d375df","4c7512f8-4162-4c9d-b304-fdd3e8e10d93","osgb4000000025360578","uk.addressbase.uprn.10024669855","I","2011-09-16","2016-02-10","2011-09-01","10024669855.0","1","NULL","NULL","1","7655","E","N","EX2 9EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101176617)","(1:1)","NULL","(1:14200675)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-16,2016-02-07,2015-07-16,2006-03-18)","(4:7655X600391495,7655X134389577,7655X700391495,7655X900391495)","(4:osgb5000005157234758,E05003506,osgb5000005157227017,...)","(3:1,1,17)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000391495)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 42 QUEENS ROAD. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20"
"354","291129.0","91020.0","df524c4b-3bd4-411c-8807-bf8f5d29aaa0","junction","false","370bcf09-14ec-47a5-9029-5c1a487eb4ea","Unclassified","NULL","Newhayes Close","Acc","NULL","NULL","Single Carriageway","NULL","70.292","NULL","false","099a035e-f095-487a-99cc-b83833404ca1","df524c4b-3bd4-411c-8807-bf8f5d29aaa0","osgb4000000025360434","uk.addressbase.uprn.10024666660","I","2011-09-16","2016-02-10","2008-04-21","10024666660.0","1","NULL","NULL","1","7655","E","N","EX2 9JL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171835)","(1:1)","NULL","(1:14200584)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-17,2005-09-16,2006-03-18)","(4:7655X134373792,7655X700405425,7655X600405425,7655X900405425)","(4:E05003491,osgb1000000347999820,osgb4000000025320388,...)","(3:3,3,9)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405425)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","19"
"355","291129.0","91020.0","df524c4b-3bd4-411c-8807-bf8f5d29aaa0","junction","false","4551f84e-c764-48be-9a7e-175eefa9f951","Unclassified","NULL","Newhayes Close","Acc","NULL","NULL","Single Carriageway","NULL","44.453","NULL","false","3abcc080-71ce-40b4-90a4-5ee81c02815f","df524c4b-3bd4-411c-8807-bf8f5d29aaa0","osgb4000000025360434","uk.addressbase.uprn.10024666660","I","2011-09-16","2016-02-10","2008-04-21","10024666660.0","1","NULL","NULL","1","7655","E","N","EX2 9JL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171835)","(1:1)","NULL","(1:14200584)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-17,2005-09-16,2006-03-18)","(4:7655X134373792,7655X700405425,7655X600405425,7655X900405425)","(4:E05003491,osgb1000000347999820,osgb4000000025320388,...)","(3:3,3,9)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405425)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","19"
"356","291129.0","91020.0","df524c4b-3bd4-411c-8807-bf8f5d29aaa0","junction","false","fe42b04b-692d-44d4-a9b4-7d71daaf6ffd","Unclassified","NULL","Newhayes Close","Acc","NULL","NULL","Single Carriageway","NULL","183.725","NULL","false","df524c4b-3bd4-411c-8807-bf8f5d29aaa0","099a035e-f095-487a-99cc-b83833404ca1","osgb4000000025360434","uk.addressbase.uprn.10024666660","I","2011-09-16","2016-02-10","2008-04-21","10024666660.0","1","NULL","NULL","1","7655","E","N","EX2 9JL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171835)","(1:1)","NULL","(1:14200584)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-17,2005-09-16,2006-03-18)","(4:7655X134373792,7655X700405425,7655X600405425,7655X900405425)","(4:E05003491,osgb1000000347999820,osgb4000000025320388,...)","(3:3,3,9)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405425)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","19"
"357","291423.359","91568.545","3da7d2af-d17a-49aa-ac6f-7e961062705e","junction","false","fe73af95-5dad-444d-93c1-dc4b3f8bc84c","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","46.242","NULL","false","3da7d2af-d17a-49aa-ac6f-7e961062705e","76f16a75-8c15-4228-be5e-476d9f6dc44a","NULL","uk.addressbase.uprn.10024669855","I","2011-09-16","2016-02-10","2011-09-01","10024669855.0","1","NULL","NULL","1","7655","E","N","EX2 9EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101176617)","(1:1)","NULL","(1:14200675)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-16,2016-02-07,2015-07-16,2006-03-18)","(4:7655X600391495,7655X134389577,7655X700391495,7655X900391495)","(4:osgb5000005157234758,E05003506,osgb5000005157227017,...)","(3:1,1,17)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000391495)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 42 QUEENS ROAD. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20"
"358","291254.199","91006.232","d842f26e-0d4a-4e9a-81e7-d461f3f8bd08","pseudoNode","false","e6545b41-99d2-48d6-959a-892d51f4f0ef","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","39.344","NULL","false","d842f26e-0d4a-4e9a-81e7-d461f3f8bd08","f01f4c49-9e49-47dd-9515-728a03f3a654","NULL","uk.addressbase.uprn.10025497794","I","2015-08-19","2016-02-10","2015-07-01","10025497794.0","1","NULL","NULL","1","7655","E","N","EX2 9DY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655L102334026)","(1:1)","NULL","(1:14200369)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2015-03-05,2015-07-16,2015-04-16,2016-02-07)","(4:7655X703660030,7655X603613423,7655X903588615,7655X106735630)","(4:osgb5000005143769442,osgb5000005157234750,osgb5000000021596585,...)","(3:1,1,2)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655C003302625)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"359","291423.359","91568.545","3da7d2af-d17a-49aa-ac6f-7e961062705e","junction","false","108facf8-a3a6-4e45-a2be-9b0d793435ea","Unclassified","NULL","Prince's Street North","Acc","NULL","NULL","Single Carriageway","NULL","59.453","NULL","false","eea1b464-58a4-4e30-ae08-427855d375df","3da7d2af-d17a-49aa-ac6f-7e961062705e","osgb4000000025363957","uk.addressbase.uprn.10024669855","I","2011-09-16","2016-02-10","2011-09-01","10024669855.0","1","NULL","NULL","1","7655","E","N","EX2 9EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101176617)","(1:1)","NULL","(1:14200675)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-16,2016-02-07,2015-07-16,2006-03-18)","(4:7655X600391495,7655X134389577,7655X700391495,7655X900391495)","(4:osgb5000005157234758,E05003506,osgb5000005157227017,...)","(3:1,1,17)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000391495)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 42 QUEENS ROAD. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20"
